Country,Year,City,Gold ,Silver,Bronze,Weighted Count, Population ,"Total medals per 100,000 pop","Weighted count per 100,000 pop","Gold per 100,000 pop",GDP per capita,GDP
Zimbabwe,1/01/2004,Athens,1,1,1,6,12597877,0.0238135,0.0476271,0.0079378,571.74," 7,202,748,730 "
Portugal,1/01/2004,Athens,0,2,1,5,10506253,0.0285544,0.0475907,0.0000000,19942.44," 209,520,357,671 "
Poland,1/01/2004,Athens,3,2,5,18,38175134,0.0261951,0.0471511,0.0078585,13146.01," 501,850,573,313 "
Chile,1/01/2004,Athens,2,0,1,7,16132209,0.0185963,0.0433915,0.0123976,11649.71," 187,935,610,804 "
Mongolia,1/01/2004,Athens,0,0,1,1,2514462,0.0397699,0.0397699,0.0000000,2487.43," 6,254,554,816 "
Uzbekistan,1/01/2004,Athens,2,1,2,10,25708188,0.0194491,0.0388981,0.0077796,1876.60," 48,244,018,347 "
North Korea,1/01/2004,Athens,0,4,1,9,23597383,0.0211888,0.0381398,0.0000000,1611.77," 38,033,656,280 "
Kenya,1/01/2004,Athens,1,4,2,13,34702176,0.0201716,0.0374616,0.0028817,1317.47," 45,719,183,387 "
Serbia and Montenegro,1/01/2004,Athens,0,2,0,4,10825900,0.0184742,0.0369484,0.0000000,-, - 
Paraguay,1/01/2004,Athens,0,1,0,2,5786836,0.0172806,0.0345612,0.0000000,3885.94," 22,487,279,077 "
Dominican Republic,1/01/2004,Athens,1,0,0,3,9129965,0.0109529,0.0328588,0.0109529,4838.66," 44,176,779,694 "
Hong Kong,1/01/2004,Athens,0,1,0,2,6807752,0.0146891,0.0293783,0.0000000,33401.64," 227,390,104,359 "
Turkey,1/01/2004,Athens,3,3,4,19,67235927,0.0148730,0.0282587,0.0044619,7357.12," 494,662,607,970 "
Morocco,1/01/2004,Athens,2,1,0,8,30082152,0.0099727,0.0265938,0.0066485,3519.46," 105,872,825,236 "
Argentina,1/01/2004,Athens,2,0,4,10,38340778,0.0156491,0.0260819,0.0052164,10232.10," 392,306,553,634 "
South Africa,1/01/2004,Athens,1,3,2,11,47226670,0.0127047,0.0232919,0.0021174,8154.74," 385,121,170,820 "
Eritrea,1/01/2004,Athens,0,0,1,1,4318343,0.0231570,0.0231570,0.0000000,694.36," 2,998,466,393 "
Thailand,1/01/2004,Athens,3,1,4,15,66060383,0.0121101,0.0227065,0.0045413,6620.03," 437,321,952,295 "
Ethiopia,1/01/2004,Athens,2,3,2,14,72526620,0.0096516,0.0193033,0.0027576,549.60," 39,860,964,999 "
Cameroon,1/01/2004,Athens,1,0,0,3,17165267,0.0058257,0.0174772,0.0058257,1997.11," 34,280,950,390 "
Iran,1/01/2004,Athens,2,2,2,12,68893323,0.0087091,0.0174182,0.0029030,10298.35," 709,487,403,598 "
Brazil,1/01/2004,Athens,5,2,3,22,183873377,0.0054385,0.0119648,0.0027193,8461.50," 1,555,844,334,688 "
China,1/01/2004,Athens,32,17,14,144,1300552134,0.0048441,0.0110722,0.0024605,4551.13," 5,918,976,689,186 "
Egypt,1/01/2004,Athens,1,1,3,8,72844998,0.0068639,0.0109822,0.0013728,4919.70," 358,375,205,748 "
Venezuela,1/01/2004,Athens,0,0,2,2,26199994,0.0076336,0.0076336,0.0000000,9121.43," 238,981,420,370 "
Mexico,1/01/2004,Athens,0,3,1,7,105175967,0.0038032,0.0066555,0.0000000,11118.69," 1,169,418,946,816 "
Syria,1/01/2004,Athens,0,0,1,1,18004797,0.0055541,0.0055541,0.0000000,3994.70," 71,923,846,534 "
Colombia,1/01/2004,Athens,0,0,2,2,42385712,0.0047186,0.0047186,0.0000000,6080.32," 257,718,880,994 "
Indonesia,1/01/2004,Athens,1,1,2,7,224606531,0.0017809,0.0031166,0.0004452,3095.79," 695,334,858,801 "
Nigeria,1/01/2004,Athens,0,0,2,2,136399438,0.0014663,0.0014663,0.0000000,1807.34," 246,519,705,948 "
India,1/01/2004,Athens,0,1,0,2,1122991192,0.0000890,0.0001781,0.0000000,1981.02," 2,224,669,877,861 "
Jamaica,1/01/2008,Beijing,6,3,2,26,2720282,0.4043698,0.9557833,0.2205654,7261.39," 19,753,029,020 "
Bahamas,1/01/2008,Beijing,0,1,1,3,333661,0.5994108,0.8991162,0.0000000,22828.22," 7,616,886,540 "
Iceland,1/01/2008,Beijing,0,1,0,2,310666,0.3218891,0.6437782,0.0000000,37782.95," 11,737,879,289 "
Slovenia,1/01/2008,Beijing,1,2,2,9,2018172,0.2477490,0.4459481,0.0495498,26779.28," 54,045,193,072 "
Norway,1/01/2008,Beijing,3,5,2,21,4778959,0.2092506,0.4394262,0.0627752,49221.16," 235,225,898,161 "
Australia,1/01/2008,Beijing,14,15,17,89,21513817,0.2138161,0.4136876,0.0650745,34239.63," 736,625,193,726 "
Mongolia,1/01/2008,Beijing,2,2,0,10,2667474,0.1499546,0.3748865,0.0749773,3306.55," 8,820,127,805 "
New Zealand,1/01/2008,Beijing,3,1,5,16,4277809,0.2103881,0.3740232,0.0701294,24656.53," 105,475,945,218 "
Estonia,1/01/2008,Beijing,1,1,0,5,1342145,0.1490152,0.3725380,0.0745076,18993.59," 25,492,145,609 "
Cuba,1/01/2008,Beijing,2,11,11,39,11266905,0.2130132,0.3461465,0.0177511,9277.96," 104,533,914,272 "
Belarus,1/01/2008,Beijing,4,5,10,32,9680690,0.1962670,0.3305550,0.0413194,11322.27," 109,607,423,764 "
Trinidad and Tobago,1/01/2008,Beijing,0,2,0,4,1331040,0.1502584,0.3005169,0.0000000,18511.09," 24,639,006,772 "
Bahrain,1/01/2008,Beijing,1,0,0,3,1052359,0.0950246,0.2850738,0.0950246,31391.38," 33,035,005,670 "
Georgia,1/01/2008,Beijing,3,0,3,12,4394018,0.1365493,0.2730986,0.0682746,4345.66," 19,094,928,376 "
Latvia,1/01/2008,Beijing,1,1,1,6,2271198,0.1320889,0.2641778,0.0440296,15816.36," 35,922,083,531 "
Slovakia,1/01/2008,Beijing,3,2,1,14,5441304,0.1102677,0.2572913,0.0551338,20143.88," 109,609,001,597 "
Denmark,1/01/2008,Beijing,2,2,3,13,5497312,0.1273350,0.2364792,0.0363814,34636.39," 190,407,065,478 "
Netherlands,1/01/2008,Beijing,7,5,4,35,16503263,0.0969505,0.2120793,0.0424159,37069.42," 611,766,447,399 "
Hungary,1/01/2008,Beijing,3,5,2,21,10021886,0.0997816,0.2095414,0.0299345,18068.58," 181,081,268,328 "
Lithuania,1/01/2008,Beijing,0,2,3,7,3359799,0.1488184,0.2083458,0.0000000,17432.25," 58,568,863,161 "
Armenia,1/01/2008,Beijing,0,0,6,6,3079087,0.1948630,0.1948630,0.0000000,5338.64," 16,438,149,104 "
Britain,1/01/2008,Beijing,19,13,15,98,61270318,0.0767092,0.1599469,0.0310101,32875.34," 2,014,282,811,818 "
Croatia,1/01/2008,Beijing,0,2,3,7,4418387,0.1131635,0.1584289,0.0000000,14981.18," 66,192,633,295 "
Czech Republic,1/01/2008,Beijing,3,3,0,15,10377359,0.0578182,0.1445454,0.0289091,23121.35," 239,938,597,491 "
South Korea,1/01/2008,Beijing,13,10,8,67,47733951,0.0649433,0.1403613,0.0272343,23902.77," 1,140,973,809,045 "
Kazakhstan,1/01/2008,Beijing,2,4,7,21,15655345,0.0830387,0.1341395,0.0127752,10500.47," 164,388,550,517 "
Switzerland,1/01/2008,Beijing,2,0,4,10,7573204,0.0792267,0.1320445,0.0264089,38623.13," 292,500,832,222 "
Finland,1/01/2008,Beijing,1,1,2,7,5316334,0.0752398,0.1316697,0.0188100,33339.32," 177,242,978,794 "
Azerbaijan,1/01/2008,Beijing,1,2,4,11,8943600,0.0782683,0.1229930,0.0111812,8381.63," 74,961,986,599 "
France,1/01/2008,Beijing,7,16,17,70,62098413,0.0644139,0.1127243,0.0112724,30598.37," 1,900,110,108,928 "
Bulgaria,1/01/2008,Beijing,1,1,3,8,7591322,0.0658647,0.1053835,0.0131729,11357.63," 86,219,393,125 "
Germany,1/01/2008,Beijing,16,10,15,83,82475271,0.0497119,0.1006362,0.0193998,32785.53," 2,703,995,073,713 "
Ukraine,1/01/2008,Beijing,7,5,15,46,45991584,0.0587064,0.1000183,0.0152202,6716.38," 308,897,161,934 "
Canada,1/01/2008,Beijing,3,9,6,33,33327954,0.0540087,0.0990160,0.0090015,35950.08," 1,198,142,474,869 "
Sweden,1/01/2008,Beijing,0,4,1,9,9236872,0.0541309,0.0974356,0.0000000,33633.96," 310,672,577,904 "
Russia,1/01/2008,Beijing,23,21,28,139,143163100,0.0502923,0.0970921,0.0160656,14730.02," 2,108,794,720,212 "
Ireland,1/01/2008,Beijing,0,1,2,4,4352866,0.0689201,0.0918935,0.0000000,38533.88," 167,732,802,547 "
Italy,1/01/2008,Beijing,8,10,10,54,59891479,0.0467512,0.0901631,0.0133575,27753.80," 1,662,216,205,158 "
Panama,1/01/2008,Beijing,1,0,0,3,3406487,0.0293558,0.0880673,0.0293558,10733.83," 36,564,644,802 "
Spain,1/01/2008,Beijing,5,10,3,38,45146258,0.0398704,0.0841709,0.0110751,28159.21," 1,271,282,961,919 "
Romania,1/01/2008,Beijing,4,1,3,17,21589544,0.0370550,0.0787418,0.0185275,11662.14," 251,780,284,465 "
Mauritius,1/01/2008,Beijing,0,0,1,1,1283849,0.0778908,0.0778908,0.0000000,11330.30," 14,546,391,691 "
Kenya,1/01/2008,Beijing,5,5,4,29,38455418,0.0364058,0.0754120,0.0130021,1488.42," 57,237,791,028 "
Zimbabwe,1/01/2008,Beijing,1,3,0,9,12451543,0.0321245,0.0722802,0.0080311,426.62," 5,312,015,304 "
United States,1/01/2008,Beijing,36,38,36,220,304989064,0.0360669,0.0721337,0.0118037,42656.49," 13,009,763,785,463 "
Kyrgyzstan,1/01/2008,Beijing,0,1,1,3,5204104,0.0384312,0.0576468,0.0000000,2027.65," 10,552,096,614 "
Poland,1/01/2008,Beijing,3,6,1,22,38218462,0.0261654,0.0575638,0.0078496,16185.04," 618,567,261,950 "
Greece,1/01/2008,Beijing,0,2,2,6,11291807,0.0354239,0.0531359,0.0000000,28242.04," 318,903,650,858 "
Dominican Republic,1/01/2008,Beijing,1,1,0,5,9664948,0.0206933,0.0517333,0.0103467,6261.83," 60,520,307,696 "
Austria,1/01/2008,Beijing,0,1,2,4,8341806,0.0359634,0.0479512,0.0000000,37032.76," 308,920,089,018 "
Belgium,1/01/2008,Beijing,1,1,0,5,10602167,0.0188641,0.0471602,0.0094320,33490.47," 355,071,513,497 "
Portugal,1/01/2008,Beijing,1,1,0,5,10634612,0.0188065,0.0470163,0.0094033,20496.24," 217,969,538,455 "
North Korea,1/01/2008,Beijing,2,1,3,11,24126329,0.0248691,0.0455933,0.0082897,1581.77," 38,162,371,581 "
Tajikistan,1/01/2008,Beijing,0,1,1,3,6691416,0.0298890,0.0448336,0.0000000,1727.33," 11,558,304,448 "
Singapore,1/01/2008,Beijing,0,1,0,2,4772216,0.0209546,0.0419093,0.0000000,45196.46," 215,687,271,905 "
Serbia,1/01/2008,Beijing,0,1,2,4,9841360,0.0304836,0.0406448,0.0000000,10301.22," 101,377,980,157 "
Japan,1/01/2008,Beijing,9,6,10,49,126544640,0.0197559,0.0387215,0.0071121,31275.13," 3,957,700,667,358 "
Uzbekistan,1/01/2008,Beijing,1,2,3,10,26811974,0.0223781,0.0372968,0.0037297,2424.23," 64,998,424,334 "
Tunisia,1/01/2008,Beijing,1,0,0,3,10247325,0.0097586,0.0292759,0.0097586,7356.75," 75,386,963,292 "
Moldova,1/01/2008,Beijing,0,0,1,1,3635059,0.0275099,0.0275099,0.0000000,2769.37," 10,066,824,591 "
Argentina,1/01/2008,Beijing,2,0,4,10,39714298,0.0151079,0.0251798,0.0050360,13515.18," 536,745,746,257 "
Ethiopia,1/01/2008,Beijing,4,1,2,16,79446419,0.0088110,0.0201394,0.0050348,757.88," 60,210,694,846 "
Turkey,1/01/2008,Beijing,1,4,3,14,70923730,0.0112797,0.0197395,0.0014100,8547.69," 606,233,889,514 "
Taiwan,1/01/2008,Beijing,0,0,4,4,22921000,0.0174512,0.0174512,0.0000000,29004.36," 664,808,987,651 "
Togo,1/01/2008,Beijing,0,0,1,1,5776837,0.0173105,0.0173105,0.0000000,888.41," 5,132,218,797 "
China,1/01/2008,Beijing,51,21,28,223,1328275524,0.0075286,0.0167887,0.0038396,6679.20," 8,871,822,144,270 "
Cameroon,1/01/2008,Beijing,1,0,0,3,18758778,0.0053308,0.0159925,0.0053308,2013.83," 37,776,935,443 "
Thailand,1/01/2008,Beijing,2,2,0,10,68267982,0.0058593,0.0146482,0.0029296,7623.60," 520,448,005,618 "
Ecuador,1/01/2008,Beijing,0,1,0,2,14056740,0.0071140,0.0142281,0.0000000,7108.36," 99,920,377,884 "
Israel,1/01/2008,Beijing,0,0,1,1,7092324,0.0140998,0.0140998,0.0000000,25839.31," 183,260,737,195 "
Brazil,1/01/2008,Beijing,3,4,8,25,191543237,0.0078311,0.0130519,0.0015662,9682.00," 1,854,522,255,223 "
Chile,1/01/2008,Beijing,0,1,0,2,16795593,0.0059539,0.0119079,0.0000000,13474.41," 226,310,772,180 "
Morocco,1/01/2008,Beijing,0,1,1,3,31321453,0.0063854,0.0095781,0.0000000,3990.75," 124,996,176,365 "
Algeria,1/01/2008,Beijing,0,1,1,3,34428028,0.0058092,0.0087138,0.0000000,6175.10," 212,596,470,232 "
Malaysia,1/01/2008,Beijing,0,1,0,2,27502008,0.0036361,0.0072722,0.0000000,12818.90," 352,545,402,259 "
Colombia,1/01/2008,Beijing,0,1,1,3,45005782,0.0044439,0.0066658,0.0000000,7168.15," 322,608,015,536 "
Mexico,1/01/2008,Beijing,2,0,1,7,110627158,0.0027118,0.0063276,0.0018079,12135.33," 1,342,497,124,549 "
Iran,1/01/2008,Beijing,1,0,1,4,72289291,0.0027667,0.0055333,0.0013833,11725.87," 847,654,821,279 "
Sudan,1/01/2008,Beijing,0,1,0,2,41415151,0.0024146,0.0048292,0.0000000,2727.56," 112,962,186,373 "
South Africa,1/01/2008,Beijing,0,1,0,2,49319363,0.0020276,0.0040552,0.0000000,9428.79," 465,021,831,415 "
Venezuela,1/01/2008,Beijing,0,0,1,1,28057485,0.0035641,0.0035641,0.0000000,11586.51," 325,088,408,278 "
Indonesia,1/01/2008,Beijing,1,1,3,8,234951154,0.0021281,0.0034050,0.0004256,3699.54," 869,210,451,859 "
Afghanistan,1/01/2008,Beijing,0,0,1,1,29839994,0.0033512,0.0033512,0.0000000,1019.36," 30,417,625,081 "
Nigeria,1/01/2008,Beijing,0,1,3,5,150665730,0.0026549,0.0033186,0.0000000,2100.11," 316,413,966,009 "
Vietnam,1/01/2008,Beijing,0,1,0,2,85951912,0.0011634,0.0023269,0.0000000,2574.44," 221,278,090,013 "
Egypt,1/01/2008,Beijing,0,0,1,1,78323298,0.0012768,0.0012768,0.0000000,5763.03," 451,379,709,337 "
India,1/01/2008,Beijing,1,0,2,5,1190863679,0.0002519,0.0004199,0.0000840,2621.81," 3,122,219,554,272 "
Hungary,1/01/1896,Athens,2,1,3,11,-,-,-,-,-, - 
Mixed teams,1/01/1896,Athens,1,1,1,6,-,-,-,-,-, - 
Greece,1/01/1896,Athens,10,17,19,83,4764000,0.9655751,1.7422334,0.2099076,1924.48," 9,168,237,325 "
Denmark,1/01/1896,Athens,1,2,3,10,2428000,0.2471170,0.4118616,0.0411862,3420.80," 8,305,691,579 "
Switzerland,1/01/1896,Athens,1,2,0,7,3151000,0.0952079,0.2221517,0.0317360,5410.17," 17,047,442,790 "
Austria,1/01/1896,Athens,2,1,2,10,5739000,0.0871232,0.1742464,0.0348493,4053.25," 23,261,610,078 "
Australia,1/01/1896,Athens,2,0,0,6,3523000,0.0567698,0.1703094,0.0567698,4987.33," 17,570,353,504 "
United States,1/01/1896,Athens,11,7,2,49,71161000,0.0281053,0.0688579,0.0154579,5410.17," 384,993,042,320 "
France,1/01/1896,Athens,5,4,2,25,40192000,0.0273686,0.0622014,0.0124403,3791.60," 152,391,859,496 "
Germany,1/01/1896,Athens,6,5,2,30,51111000,0.0254348,0.0586958,0.0117392,4299.15," 219,733,880,241 "
Britain,1/01/1896,Athens,2,3,2,14,36367212,0.0192481,0.0384962,0.0054995,5979.45," 217,455,797,393 "
